executed_at,chain,platform,application,transaction_id,trade_uuid,type,amount,token_symbol,token_original_id,token_symbol_uuid,caaj_from,caaj_to,comment
2022-04-05 10:08:34,osmosis,osmosis,swap,8C9B22BA7397EC4FEA019A2B980A6781A47C35F46C425135256F72FADE2B3B3E,e83bc068-39b5-4120-9ad2-1214c5c45906,lose,86.149776,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,
2022-04-05 10:08:34,osmosis,osmosis,swap,8C9B22BA7397EC4FEA019A2B980A6781A47C35F46C425135256F72FADE2B3B3E,e83bc068-39b5-4120-9ad2-1214c5c45906,get,7.80435,ust,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,432374c6-5e69-eb86-10d9-8c49176aeb1b,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-04-08 08:16:38,osmosis,osmosis,osmosis,9A99EF5B0050E562B39A66F04CAF7B47267AE61C44581756157A3D840C170EFB,a9cc93da-fe29-4e1e-a8c8-20e3c1354e53,receive,34.568488,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo1yl6hdjhmkf37639730gffanpzndzdpmhxy9ep3,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-04-08 08:17:44,osmosis,osmosis,swap,8216DEB6AFDB04ABA212072CAB3DB8E7DD9FD60A9AD39A16ED060F189B174134,8685f2fc-8595-4bdb-b601-5563cf8aeaa4,lose,34.568488,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,
2022-04-08 08:17:44,osmosis,osmosis,swap,8216DEB6AFDB04ABA212072CAB3DB8E7DD9FD60A9AD39A16ED060F189B174134,8685f2fc-8595-4bdb-b601-5563cf8aeaa4,get,2.591131,ust,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,432374c6-5e69-eb86-10d9-8c49176aeb1b,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-04-19 03:16:54,osmosis,osmosis,osmosis,446FB3D3200BD8E2265CC22AA88A21A33A789AC23CB8083372413BBB28EA644D,186d527f-be7a-4132-823c-fab622d0ba42,receive,127.593425,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo1yl6hdjhmkf37639730gffanpzndzdpmhxy9ep3,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-04-19 03:17:47,osmosis,osmosis,swap,4B3DFBDA69D54C744D42DD5A04968EA2B81B033D87D3FAD69098A8741CF8523B,aca23e54-64fa-48cb-b193-1ef77bbc7b95,lose,127.593425,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,
2022-04-19 03:17:47,osmosis,osmosis,swap,4B3DFBDA69D54C744D42DD5A04968EA2B81B033D87D3FAD69098A8741CF8523B,aca23e54-64fa-48cb-b193-1ef77bbc7b95,get,9.662798,ust,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,432374c6-5e69-eb86-10d9-8c49176aeb1b,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-04-25 01:49:51,osmosis,osmosis,osmosis,A965DFA7096AAEA6540B938810CD430AAE06A0B750E0C231FDB3CCDC438F229A,d6b32cb3-5b2d-469e-9ed2-8aa209bae80f,receive,70.221273,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo1yl6hdjhmkf37639730gffanpzndzdpmhxy9ep3,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-04-25 01:50:51,osmosis,osmosis,swap,02DFACA0A93F12D275387AB3F4AA4D7454B27E065DC1ABC657E20A12D98CC170,5c1bf2ed-4d29-4329-86ef-f7837aca8c76,lose,70.221273,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,
2022-04-25 01:50:51,osmosis,osmosis,swap,02DFACA0A93F12D275387AB3F4AA4D7454B27E065DC1ABC657E20A12D98CC170,5c1bf2ed-4d29-4329-86ef-f7837aca8c76,get,4.776123,ust,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,432374c6-5e69-eb86-10d9-8c49176aeb1b,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-05-04 13:16:53,osmosis,osmosis,osmosis,77E2DA907459225AB34F71E7F149109C4D9F58310B012CF78D0A467567CDFD55,bbfd5c6d-8f81-424f-8a4e-d43af2048d9d,receive,110.560361,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo1yl6hdjhmkf37639730gffanpzndzdpmhxy9ep3,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-05-04 13:17:44,osmosis,osmosis,swap,C15D8B2E1333F1ADB0FEA953C079109198AD0D320536CC4201DBAABEC836731C,b909d4bd-6d28-447f-9da2-fba42617df68,lose,110.560361,umee,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,c6e75d14-e2e0-8d5e-72bb-5cee05a8820a,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,
2022-05-04 13:17:44,osmosis,osmosis,swap,C15D8B2E1333F1ADB0FEA953C079109198AD0D320536CC4201DBAABEC836731C,b909d4bd-6d28-447f-9da2-fba42617df68,get,6.876163,ust,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,432374c6-5e69-eb86-10d9-8c49176aeb1b,osmo1uhpsqy52rs5dkwfpua5qulc4rcaw7y857zha0skzp3yxnd0k9k6ss44rjs,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,
2022-05-04 13:20:05,osmosis,osmosis,osmosis,76AAEADB70A28B794274DAF109F1C294656239F319930AEA30E5470D8A7D8434,,send,106.714602,ust,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,432374c6-5e69-eb86-10d9-8c49176aeb1b,osmo175na5rxm3y7e2ejhnxfasgwf68q2uz9cdfavj6,terra19e05y4t4gfgrt6hula44da8lug8uajpyqyxaft,

